anon_id,anon_ip,collection_order,gateway_port,active_target,preferred_url,scanner_input_target,product_confidence,passive_family,passive_family_confidence,top_version,top_version_confidence,top_version_exact,mdns_version,mdns_service_types,mdns_product_markers,mdns_instance_names,country,org,shodan_module,shodan_port,honeypot_probable,proxy_detected,vulnerability_count,public_ip,active_rank,active_priority_score,active_probe_target,active_probed_base,active_product_confidence,active_reachable_status_count,active_has_signal,active_status_distribution_signature,active_status_counts,active_fingerprint_match_count,active_fingerprint_rules,active_matched_version_count,active_matched_versions,active_has_exact_version_match,active_vulnerability_count,active_proxy_detected,active_honeypot_probable,active_observation_count,active_error_count,active_first_error
gw-0367,198.51.100.113,367,18789,198.51.100.113:18789,https://198.51.100.113:18789,198.51.100.113:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0367-instance-1,FR,provider-0152,mdns,5353,False,False,0,198.51.100.113,,,,,,,False,,,,,,,,,,,,,
gw-0368,198.51.100.114,368,18789,198.51.100.114:18789,https://198.51.100.114:18789,198.51.100.114:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0368-instance-1,FR,provider-0152,mdns,5353,False,False,0,198.51.100.114,,,,,,,False,,,,,,,,,,,,,
gw-0369,198.51.100.115,369,18789,198.51.100.115:18789,https://198.51.100.115:18789,198.51.100.115:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0369-instance-1,FR,provider-0152,mdns,5353,False,False,0,198.51.100.115,,,,,,,False,,,,,,,,,,,,,
gw-0370,198.51.100.116,370,18789,198.51.100.116:18789,https://198.51.100.116:18789,198.51.100.116:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0370-instance-1,FR,provider-0152,mdns,5353,False,False,0,198.51.100.116,,,,,,,False,,,,,,,,,,,,,
gw-0371,198.51.100.117,371,18789,198.51.100.117:18789,https://198.51.100.117:18789,198.51.100.117:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0371-instance-1,FR,provider-0152,mdns,5353,False,False,0,198.51.100.117,,,,,,,False,,,,,,,,,,,,,
gw-0372,198.51.100.118,372,18789,198.51.100.118:18789,https://198.51.100.118:18789,198.51.100.118:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0372-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.118,,,,,,,False,,,,,,,,,,,,,
gw-0373,198.51.100.119,373,18789,198.51.100.119:18789,https://198.51.100.119:18789,198.51.100.119:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0373-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.119,,,,,,,False,,,,,,,,,,,,,
gw-0374,198.51.100.120,374,18789,198.51.100.120:18789,https://198.51.100.120:18789,198.51.100.120:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0374-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.120,,,,,,,False,,,,,,,,,,,,,
gw-0375,198.51.100.121,375,18789,198.51.100.121:18789,https://198.51.100.121:18789,198.51.100.121:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0375-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.121,,,,,,,False,,,,,,,,,,,,,
gw-0376,198.51.100.122,376,18789,198.51.100.122:18789,https://198.51.100.122:18789,198.51.100.122:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0376-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.122,,,,,,,False,,,,,,,,,,,,,
gw-0377,198.51.100.123,377,18789,198.51.100.123:18789,https://198.51.100.123:18789,198.51.100.123:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0377-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.123,,,,,,,False,,,,,,,,,,,,,
gw-0378,198.51.100.124,378,18789,198.51.100.124:18789,https://198.51.100.124:18789,198.51.100.124:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0378-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.124,,,,,,,False,,,,,,,,,,,,,
gw-0379,198.51.100.125,379,18789,198.51.100.125:18789,https://198.51.100.125:18789,198.51.100.125:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0379-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.125,,,,,,,False,,,,,,,,,,,,,
gw-0380,198.51.100.126,380,18789,198.51.100.126:18789,https://198.51.100.126:18789,198.51.100.126:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0380-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.126,,,,,,,False,,,,,,,,,,,,,
gw-0381,198.51.100.127,381,18789,198.51.100.127:18789,https://198.51.100.127:18789,198.51.100.127:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0381-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.127,,,,,,,False,,,,,,,,,,,,,
gw-0382,198.51.100.128,382,18789,198.51.100.128:18789,https://198.51.100.128:18789,198.51.100.128:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0382-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.128,,,,,,,False,,,,,,,,,,,,,
gw-0383,198.51.100.129,383,18789,198.51.100.129:18789,https://198.51.100.129:18789,198.51.100.129:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0383-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.129,,,,,,,False,,,,,,,,,,,,,
gw-0384,198.51.100.130,384,18789,198.51.100.130:18789,https://198.51.100.130:18789,198.51.100.130:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0384-instance-1,FR,provider-0153,mdns,5353,False,False,0,198.51.100.130,,,,,,,False,,,,,,,,,,,,,
gw-0385,198.51.100.131,385,18789,198.51.100.131:18789,https://198.51.100.131:18789,198.51.100.131:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0385-instance-1,FR,provider-0058,mdns,5353,False,False,0,198.51.100.131,,,,,,,False,,,,,,,,,,,,,
gw-0386,198.51.100.132,386,18789,198.51.100.132:18789,https://198.51.100.132:18789,198.51.100.132:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0386-instance-1,FR,provider-0058,mdns,5353,False,False,0,198.51.100.132,,,,,,,False,,,,,,,,,,,,,
gw-0387,198.51.100.133,387,18789,198.51.100.133:18789,https://198.51.100.133:18789,198.51.100.133:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0387-instance-1,CA,provider-0062,mdns,5353,False,False,0,198.51.100.133,,,,,,,False,,,,,,,,,,,,,
gw-0388,198.51.100.134,388,18789,198.51.100.134:18789,https://198.51.100.134:18789,198.51.100.134:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0388-instance-1,FR,provider-0058,mdns,5353,False,False,0,198.51.100.134,,,,,,,False,,,,,,,,,,,,,
gw-0389,198.51.100.135,389,18789,198.51.100.135:18789,https://198.51.100.135:18789,198.51.100.135:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0389-instance-1,CA,provider-0062,mdns,5353,False,False,0,198.51.100.135,,,,,,,False,,,,,,,,,,,,,
gw-0390,198.51.100.136,390,18789,198.51.100.136:18789,https://198.51.100.136:18789,198.51.100.136:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0390-instance-1,DE,provider-0059,mdns,5353,False,False,0,198.51.100.136,,,,,,,False,,,,,,,,,,,,,
gw-0391,198.51.100.137,391,5353,198.51.100.137:5353,http://198.51.100.137:5353,198.51.100.137:5353,0.55,,,,,False,,,,,VN,provider-0154,mdns,5353,False,False,0,198.51.100.137,,,,,,,False,,,,,,,,,,,,,
gw-0392,198.51.100.138,392,18805,198.51.100.138:18805,http://198.51.100.138:18805,198.51.100.138:18805,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0392-instance-1,VN,provider-0007,mdns,5353,False,False,0,198.51.100.138,,,,,,,False,,,,,,,,,,,,,
gw-0393,198.51.100.139,393,18789,198.51.100.139:18789,https://198.51.100.139:18789,198.51.100.139:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0393-instance-1,FR,provider-0155,mdns,5353,False,False,0,198.51.100.139,,,,,,,False,,,,,,,,,,,,,
gw-0394,198.51.100.140,394,27762,198.51.100.140:27762,http://198.51.100.140:27762,198.51.100.140:27762,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0394-instance-1,CN,provider-0002,mdns,5353,False,False,0,198.51.100.140,,,,,,,False,,,,,,,,,,,,,
gw-0395,198.51.100.141,395,18789,198.51.100.141:18789,https://198.51.100.141:18789,198.51.100.141:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0395-instance-1,NL,provider-0036,mdns,5353,False,False,0,198.51.100.141,,,,,,,False,,,,,,,,,,,,,
gw-0396,198.51.100.142,396,18789,198.51.100.142:18789,https://198.51.100.142:18789,198.51.100.142:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0396-instance-1,SE,provider-0089,mdns,5353,False,False,0,198.51.100.142,,,,,,,False,,,,,,,,,,,,,
gw-0397,198.51.100.143,397,18789,198.51.100.143:18789,https://198.51.100.143:18789,198.51.100.143:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0397-instance-1,GB,provider-0057,mdns,5353,False,False,0,198.51.100.143,,,,,,,False,,,,,,,,,,,,,
gw-0398,198.51.100.144,398,18789,198.51.100.144:18789,https://198.51.100.144:18789,198.51.100.144:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0398-instance-1,US,provider-0156,mdns,5353,False,False,0,198.51.100.144,,,,,,,False,,,,,,,,,,,,,
gw-0399,198.51.100.145,399,19789,198.51.100.145:19789,http://198.51.100.145:19789,198.51.100.145:19789,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0399-instance-1,DE,provider-0157,mdns,5353,False,False,0,198.51.100.145,,,,,,,False,,,,,,,,,,,,,
gw-0400,198.51.100.146,400,18789,198.51.100.146:18789,https://198.51.100.146:18789,198.51.100.146:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0400-instance-1,JP,provider-0056,mdns,5353,False,False,0,198.51.100.146,,,,,,,False,,,,,,,,,,,,,
gw-0401,198.51.100.147,401,18789,198.51.100.147:18789,https://198.51.100.147:18789,198.51.100.147:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0401-instance-1,US,provider-0158,mdns,5353,False,False,0,198.51.100.147,,,,,,,False,,,,,,,,,,,,,
gw-0402,198.51.100.148,402,18789,198.51.100.148:18789,https://198.51.100.148:18789,198.51.100.148:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0402-instance-1,NL,provider-0097,mdns,5353,False,False,0,198.51.100.148,,,,,,,False,,,,,,,,,,,,,
gw-0403,198.51.100.149,403,18789,198.51.100.149:18789,https://198.51.100.149:18789,198.51.100.149:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0403-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.149,,,,,,,False,,,,,,,,,,,,,
gw-0404,198.51.100.150,404,18789,198.51.100.150:18789,https://198.51.100.150:18789,198.51.100.150:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0404-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.150,,,,,,,False,,,,,,,,,,,,,
gw-0405,198.51.100.151,405,18789,198.51.100.151:18789,https://198.51.100.151:18789,198.51.100.151:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0405-instance-1,DE,provider-0016,mdns,5353,False,False,0,198.51.100.151,,,,,,,False,,,,,,,,,,,,,
gw-0406,198.51.100.152,406,18789,198.51.100.152:18789,https://198.51.100.152:18789,198.51.100.152:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0406-instance-1,IN,provider-0016,mdns,5353,False,False,0,198.51.100.152,,,,,,,False,,,,,,,,,,,,,
gw-0407,198.51.100.153,407,18789,198.51.100.153:18789,https://198.51.100.153:18789,198.51.100.153:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0407-instance-1,IN,provider-0016,mdns,5353,False,False,0,198.51.100.153,,,,,,,False,,,,,,,,,,,,,
gw-0408,198.51.100.154,408,18789,198.51.100.154:18789,https://198.51.100.154:18789,198.51.100.154:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0408-instance-1,IN,provider-0016,mdns,5353,False,False,0,198.51.100.154,,,,,,,False,,,,,,,,,,,,,
gw-0409,198.51.100.155,409,18789,198.51.100.155:18789,https://198.51.100.155:18789,198.51.100.155:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0409-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.155,,,,,,,False,,,,,,,,,,,,,
gw-0410,198.51.100.156,410,18789,198.51.100.156:18789,https://198.51.100.156:18789,198.51.100.156:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0410-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.156,,,,,,,False,,,,,,,,,,,,,
gw-0411,198.51.100.157,411,18789,198.51.100.157:18789,https://198.51.100.157:18789,198.51.100.157:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0411-instance-1,GB,provider-0016,mdns,5353,False,False,0,198.51.100.157,,,,,,,False,,,,,,,,,,,,,
gw-0412,198.51.100.158,412,18789,198.51.100.158:18789,https://198.51.100.158:18789,198.51.100.158:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0412-instance-1,GB,provider-0016,mdns,5353,False,False,0,198.51.100.158,,,,,,,False,,,,,,,,,,,,,
gw-0413,198.51.100.159,413,18789,198.51.100.159:18789,https://198.51.100.159:18789,198.51.100.159:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0413-instance-1,GB,provider-0016,mdns,5353,False,False,0,198.51.100.159,,,,,,,False,,,,,,,,,,,,,
gw-0414,198.51.100.160,414,18789,198.51.100.160:18789,https://198.51.100.160:18789,198.51.100.160:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,claw gateway;openclaw;openclaw-gw,gw-0414-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.160,,,,,,,False,,,,,,,,,,,,,
gw-0415,198.51.100.161,415,18789,198.51.100.161:18789,https://198.51.100.161:18789,198.51.100.161:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0415-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.161,,,,,,,False,,,,,,,,,,,,,
gw-0416,198.51.100.162,416,18789,198.51.100.162:18789,https://198.51.100.162:18789,198.51.100.162:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0416-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.162,,,,,,,False,,,,,,,,,,,,,
gw-0417,198.51.100.163,417,18789,198.51.100.163:18789,https://198.51.100.163:18789,198.51.100.163:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0417-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.163,,,,,,,False,,,,,,,,,,,,,
gw-0418,198.51.100.164,418,18789,198.51.100.164:18789,https://198.51.100.164:18789,198.51.100.164:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0418-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.164,,,,,,,False,,,,,,,,,,,,,
gw-0419,198.51.100.165,419,18789,198.51.100.165:18789,https://198.51.100.165:18789,198.51.100.165:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0419-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.165,,,,,,,False,,,,,,,,,,,,,
gw-0420,198.51.100.166,420,18789,198.51.100.166:18789,https://198.51.100.166:18789,198.51.100.166:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0420-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.166,,,,,,,False,,,,,,,,,,,,,
gw-0421,198.51.100.167,421,18789,198.51.100.167:18789,https://198.51.100.167:18789,198.51.100.167:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0421-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.167,,,,,,,False,,,,,,,,,,,,,
gw-0422,198.51.100.168,422,18789,198.51.100.168:18789,https://198.51.100.168:18789,198.51.100.168:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0422-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.168,,,,,,,False,,,,,,,,,,,,,
gw-0423,198.51.100.169,423,18789,198.51.100.169:18789,https://198.51.100.169:18789,198.51.100.169:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0423-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.169,,,,,,,False,,,,,,,,,,,,,
gw-0424,198.51.100.170,424,18789,198.51.100.170:18789,https://198.51.100.170:18789,198.51.100.170:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0424-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.170,,,,,,,False,,,,,,,,,,,,,
gw-0425,198.51.100.171,425,18789,198.51.100.171:18789,https://198.51.100.171:18789,198.51.100.171:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0425-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.171,,,,,,,False,,,,,,,,,,,,,
gw-0426,198.51.100.172,426,18789,198.51.100.172:18789,https://198.51.100.172:18789,198.51.100.172:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0426-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.172,,,,,,,False,,,,,,,,,,,,,
gw-0427,198.51.100.173,427,18789,198.51.100.173:18789,https://198.51.100.173:18789,198.51.100.173:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0427-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.173,,,,,,,False,,,,,,,,,,,,,
gw-0428,198.51.100.174,428,18789,198.51.100.174:18789,https://198.51.100.174:18789,198.51.100.174:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0428-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.174,,,,,,,False,,,,,,,,,,,,,
gw-0429,198.51.100.175,429,18789,198.51.100.175:18789,https://198.51.100.175:18789,198.51.100.175:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0429-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.175,,,,,,,False,,,,,,,,,,,,,
gw-0430,198.51.100.176,430,18789,198.51.100.176:18789,https://198.51.100.176:18789,198.51.100.176:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,clawdbot;openclaw;openclaw-gw,gw-0430-instance-1,US,,mdns,5353,False,False,0,198.51.100.176,,,,,,,False,,,,,,,,,,,,,
gw-0431,198.51.100.177,431,18789,198.51.100.177:18789,https://198.51.100.177:18789,198.51.100.177:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0431-instance-1,JP,provider-0056,mdns,5353,False,False,0,198.51.100.177,,,,,,,False,,,,,,,,,,,,,
gw-0432,198.51.100.178,432,38787,198.51.100.178:38787,http://198.51.100.178:38787,198.51.100.178:38787,0.55,,,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0432-instance-1,US,provider-0029,mdns,5353,False,False,0,198.51.100.178,,,,,,,False,,,,,,,,,,,,,
gw-0433,198.51.100.179,433,18789,198.51.100.179:18789,https://198.51.100.179:18789,198.51.100.179:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0433-instance-1,US,provider-0159,mdns,5353,False,False,0,198.51.100.179,,,,,,,False,,,,,,,,,,,,,
gw-0434,198.51.100.180,434,18789,198.51.100.180:18789,https://198.51.100.180:18789,198.51.100.180:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0434-instance-1,CA,provider-0016,mdns,5353,False,False,0,198.51.100.180,,,,,,,False,,,,,,,,,,,,,
gw-0435,198.51.100.181,435,18789,198.51.100.181:18789,https://198.51.100.181:18789,198.51.100.181:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0435-instance-1,GB,provider-0016,mdns,5353,False,False,0,198.51.100.181,,,,,,,False,,,,,,,,,,,,,
gw-0436,198.51.100.182,436,18789,198.51.100.182:18789,https://198.51.100.182:18789,198.51.100.182:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0436-instance-1,US,provider-0016,mdns,5353,False,False,0,198.51.100.182,,,,,,,False,,,,,,,,,,,,,
gw-0437,198.51.100.183,437,18789,198.51.100.183:18789,https://198.51.100.183:18789,198.51.100.183:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0437-instance-1,US,provider-0160,mdns,5353,False,False,0,198.51.100.183,,,,,,,False,,,,,,,,,,,,,
gw-0438,198.51.100.184,438,18789,198.51.100.184:18789,https://198.51.100.184:18789,198.51.100.184:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0438-instance-1,US,provider-0161,mdns,5353,False,False,0,198.51.100.184,,,,,,,False,,,,,,,,,,,,,
gw-0439,198.51.100.185,439,18789,198.51.100.185:18789,https://198.51.100.185:18789,198.51.100.185:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0439-instance-1,US,provider-0161,mdns,5353,False,False,0,198.51.100.185,,,,,,,False,,,,,,,,,,,,,
gw-0440,198.51.100.186,440,18789,198.51.100.186:18789,https://198.51.100.186:18789,198.51.100.186:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0440-instance-1,US,provider-0161,mdns,5353,False,False,0,198.51.100.186,,,,,,,False,,,,,,,,,,,,,
gw-0441,198.51.100.187,441,18789,198.51.100.187:18789,https://198.51.100.187:18789,198.51.100.187:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0441-instance-1,US,provider-0162,mdns,5353,False,False,0,198.51.100.187,,,,,,,False,,,,,,,,,,,,,
gw-0442,198.51.100.188,442,18789,198.51.100.188:18789,https://198.51.100.188:18789,198.51.100.188:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0442-instance-1,FI,provider-0036,mdns,5353,False,False,0,198.51.100.188,,,,,,,False,,,,,,,,,,,,,
gw-0443,198.51.100.189,443,18789,198.51.100.189:18789,https://198.51.100.189:18789,198.51.100.189:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0443-instance-1,DE,provider-0163,mdns,5353,False,False,0,198.51.100.189,,,,,,,False,,,,,,,,,,,,,
gw-0444,198.51.100.190,444,18789,198.51.100.190:18789,https://198.51.100.190:18789,198.51.100.190:18789,0.55,openclaw_mdns_gateway_advertisement,0.94,,,False,,_openclaw-gw._tcp.local,openclaw;openclaw-gw,gw-0444-instance-1,IE,provider-0164,mdns,5353,False,False,0,198.51.100.190,,,,,,,False,,,,,,,,,,,,,
